scenario,scenario_label,estimand,estimand_label,estimator,procedure_label,n_attempts,n_returned,n_stable,n_unstable,n_unsupported,n_failure,mean_target,bias,bias_mcse,rmse,stable_bias,stable_bias_mcse,stable_rmse
blm_grouped_dgp,BLM types,q_f,$Q_F$,project_plugin_bic,Project plug-in,100,100,6,94,0,0,1.999999999981284,241690.26059549488,121653.2589296955,1234328.241384785,0.8099181414770303,0.2122166938882025,0.9386943175058654
blm_grouped_dgp,BLM types,h_f,$H_F$,kss_he,KSS-HE,100,100,100,0,0,0,1.9999999999999993,-1.9999999999999993,6.216247573868293e-16,1.9999999999999993,-1.9999999999999993,6.216247573868293e-16,1.9999999999999993
blm_grouped_dgp,BLM types,h_f,$H_F$,blm_estimated,BLM,100,47,46,1,53,0,1.9999999999999991,-0.0031372086033359735,0.010912043954794703,0.07407554541347595,-0.002786643719765288,0.011146141289540116,0.0748224988710515
blm_grouped_dgp,BLM types,h_f,$H_F$,project_plugin_bic,Project plug-in,100,100,6,94,0,0,1.9999999999999993,481782.66734918917,242602.87651598043,2461478.0015769135,0.3872235490107669,0.8591102015191565,1.9596667493938658
blm_grouped_dgp,BLM types,rho_h,$\rho_H$,kss_he,KSS-HE,100,100,100,0,0,0,0.5000000000046787,-0.5000000000046787,5.274706131495851e-12,0.5000000000046787,-0.5000000000046787,5.274706131495851e-12,0.5000000000046787
blm_grouped_dgp,BLM types,rho_h,$\rho_H$,blm_estimated,BLM,100,47,46,1,53,0,0.5000000000069824,0.0005585855773241687,0.0020616353253968983,0.013993843922729588,0.0006876447377887799,0.002102818983899436,0.014122889252648064
blm_grouped_dgp,BLM types,rho_h,$\rho_H$,project_plugin_bic,Project plug-in,100,100,6,94,0,0,0.5000000000046787,0.4279217681040562,0.016892636154335807,0.45974753298450255,-0.07869119074247077,0.13496856441230523,0.31188919570588014
blm_grouped_dgp,BLM types,c_assign,$C_{\mathrm{assign}}$,kss_he,KSS-HE,100,100,100,0,0,0,0.37605849493884613,0.012775995053897607,0.01897713492729635,0.18925184121812264,0.012775995053897607,0.01897713492729635,0.18925184121812264
blm_grouped_dgp,BLM types,c_assign,$C_{\mathrm{assign}}$,blm_estimated,BLM,100,47,46,1,53,0,0.4080408732045914,0.0025307529731005717,0.0015742165932386767,0.010972692158378667,0.0025461505406348516,0.0016087419341078953,0.011088063854913973
blm_grouped_dgp,BLM types,c_assign,$C_{\mathrm{assign}}$,project_plugin_bic,Project plug-in,100,100,6,94,0,0,0.37605849493884613,-183518.37847819907,87838.22559429129,893039.0970831427,-0.4638691299139895,0.13309071348365856,0.5511263555348338
